Gen: 0 | Net_R: -0.72 | Avg_R: -0.72 | Kid_avg_R: -0.893 | Gen_T: 16.74488067626953
Gen: 2649 | Net_R: 0.16 | Avg_R: 0.220847983944853 | Kid_avg_R: 0.12100000000000002 | Gen_T: 17.675955533981323
Gen: 2650 | Net_R: 0.12 | Avg_R: 0.21076318555036772 | Kid_avg_R: 0.094 | Gen_T: 15.823296785354614
Gen: 2651 | Net_R: 0.36 | Avg_R: 0.22568686699533094 | Kid_avg_R: 0.15199999999999997 | Gen_T: 14.733328819274902
Gen: 2652 | Net_R: 0.24 | Avg_R: 0.22711818029579783 | Kid_avg_R: 0.009000000000000005 | Gen_T: 15.150839567184448
Gen: 2653 | Net_R: 0.06 | Avg_R: 0.21040636226621806 | Kid_avg_R: 0.12000000000000002 | Gen_T: 16.40824842453003
Gen: 2654 | Net_R: 0.12 | Avg_R: 0.20136572603959627 | Kid_avg_R: -0.003999999999999988 | Gen_T: 18.980088710784912
Gen: 2655 | Net_R: 0.16 | Avg_R: 0.19722915343563663 | Kid_avg_R: -0.028999999999999998 | Gen_T: 18.000307083129883
Gen: 2656 | Net_R: 0.24 | Avg_R: 0.20150623809207296 | Kid_avg_R: -0.003999999999999995 | Gen_T: 18.42965579032898
Gen: 2657 | Net_R: 0.12 | Avg_R: 0.19335561428286568 | Kid_avg_R: -0.125 | Gen_T: 17.98878765106201
Gen: 2658 | Net_R: 0.16 | Avg_R: 0.19002005285457912 | Kid_avg_R: 0.05700000000000001 | Gen_T: 15.61496376991272
Gen: 2659 | Net_R: 0.42 | Avg_R: 0.21301804756912124 | Kid_avg_R: 0.157 | Gen_T: 15.102885484695435
Gen: 2660 | Net_R: 0.34 | Avg_R: 0.22571624281220912 | Kid_avg_R: 0.006999999999999994 | Gen_T: 18.182085514068604
Gen: 2661 | Net_R: 0.3 | Avg_R: 0.2331446185309882 | Kid_avg_R: 0.11500000000000002 | Gen_T: 16.23754572868347
Gen: 2662 | Net_R: 0.26 | Avg_R: 0.23583015667788937 | Kid_avg_R: 0.07999999999999999 | Gen_T: 16.396307229995728
Gen: 2663 | Net_R: 0.24 | Avg_R: 0.23624714101010044 | Kid_avg_R: 0.068 | Gen_T: 19.27955675125122
Gen: 2664 | Net_R: 0.1 | Avg_R: 0.2226224269090904 | Kid_avg_R: 0.07699999999999999 | Gen_T: 16.518218994140625
Gen: 2665 | Net_R: 0.14 | Avg_R: 0.21436018421818137 | Kid_avg_R: 0.163 | Gen_T: 15.753838539123535
Gen: 2666 | Net_R: 0.14 | Avg_R: 0.20692416579636325 | Kid_avg_R: 0.151 | Gen_T: 15.052685022354126
Gen: 2667 | Net_R: 0.42 | Avg_R: 0.22823174921672693 | Kid_avg_R: 0.16600000000000004 | Gen_T: 15.747782707214355
Gen: 2668 | Net_R: 0.3 | Avg_R: 0.23540857429505424 | Kid_avg_R: 0.097 | Gen_T: 15.55266785621643
Gen: 2669 | Net_R: 0.22 | Avg_R: 0.2338677168655488 | Kid_avg_R: 0.128 | Gen_T: 15.913432836532593
Gen: 2670 | Net_R: 0.22 | Avg_R: 0.23248094517899393 | Kid_avg_R: 0.084 | Gen_T: 15.873756408691406
Gen: 2671 | Net_R: 0.08 | Avg_R: 0.21723285066109455 | Kid_avg_R: 0.056999999999999995 | Gen_T: 15.748780012130737
Gen: 2672 | Net_R: 0.2 | Avg_R: 0.21550956559498508 | Kid_avg_R: 0.07000000000000002 | Gen_T: 16.25519299507141
Gen: 2673 | Net_R: 0.26 | Avg_R: 0.21995860903548656 | Kid_avg_R: 0.10500000000000001 | Gen_T: 15.18494439125061
Gen: 2674 | Net_R: 0.22 | Avg_R: 0.2199627481319379 | Kid_avg_R: 0.10499999999999998 | Gen_T: 14.8518967628479
Gen: 2675 | Net_R: 0.18 | Avg_R: 0.2159664733187441 | Kid_avg_R: 0.157 | Gen_T: 14.668430089950562
Gen: 2676 | Net_R: 0.12 | Avg_R: 0.2063698259868697 | Kid_avg_R: 0.176 | Gen_T: 15.581406593322754
Gen: 2677 | Net_R: 0.28 | Avg_R: 0.21373284338818274 | Kid_avg_R: 0.143 | Gen_T: 15.258040189743042
Gen: 2678 | Net_R: 0.18 | Avg_R: 0.21035955904936446 | Kid_avg_R: 0.101 | Gen_T: 17.616997957229614
Gen: 2679 | Net_R: 0.26 | Avg_R: 0.215323603144428 | Kid_avg_R: 0.11700000000000002 | Gen_T: 15.727351903915405
Gen: 2680 | Net_R: 0.12 | Avg_R: 0.2057912428299852 | Kid_avg_R: 0.13800000000000004 | Gen_T: 14.475687980651855
Gen: 2681 | Net_R: 0.18 | Avg_R: 0.20321211854698668 | Kid_avg_R: 0.137 | Gen_T: 15.400810241699219
Gen: 2682 | Net_R: 0.2 | Avg_R: 0.20289090669228804 | Kid_avg_R: 0.122 | Gen_T: 19.8606595993042
Gen: 2683 | Net_R: 0.08 | Avg_R: 0.19060181602305926 | Kid_avg_R: 0.13500000000000004 | Gen_T: 15.279820680618286
Gen: 2684 | Net_R: 0.14 | Avg_R: 0.18554163442075336 | Kid_avg_R: 0.178 | Gen_T: 14.989601373672485
Gen: 2685 | Net_R: 0.3 | Avg_R: 0.19698747097867803 | Kid_avg_R: 0.16700000000000004 | Gen_T: 16.220054626464844
Gen: 2686 | Net_R: 0.26 | Avg_R: 0.20328872388081023 | Kid_avg_R: 0.10400000000000002 | Gen_T: 16.180229663848877
Gen: 2687 | Net_R: 0.38 | Avg_R: 0.22095985149272923 | Kid_avg_R: 0.148 | Gen_T: 15.369359731674194
Gen: 2688 | Net_R: 0.2 | Avg_R: 0.21886386634345634 | Kid_avg_R: 0.14300000000000002 | Gen_T: 14.800219774246216
Gen: 2689 | Net_R: 0.3 | Avg_R: 0.2269774797091107 | Kid_avg_R: 0.11500000000000002 | Gen_T: 16.490031480789185
Gen: 2690 | Net_R: 0.24 | Avg_R: 0.22827973173819963 | Kid_avg_R: 0.136 | Gen_T: 15.648638725280762
Gen: 2691 | Net_R: 0.2 | Avg_R: 0.22545175856437966 | Kid_avg_R: 0.183 | Gen_T: 15.599536895751953
Gen: 2692 | Net_R: 0.24 | Avg_R: 0.2269065827079417 | Kid_avg_R: 0.133 | Gen_T: 15.409100770950317
Gen: 2693 | Net_R: 0.1 | Avg_R: 0.21421592443714754 | Kid_avg_R: 0.17700000000000002 | Gen_T: 15.370399236679077
Gen: 2694 | Net_R: 0.02 | Avg_R: 0.1947943319934328 | Kid_avg_R: 0.12200000000000003 | Gen_T: 16.447897911071777
Gen: 2695 | Net_R: 0.08 | Avg_R: 0.18331489879408952 | Kid_avg_R: 0.12400000000000004 | Gen_T: 16.1402370929718
Gen: 2696 | Net_R: 0.2 | Avg_R: 0.18498340891468057 | Kid_avg_R: 0.16199999999999998 | Gen_T: 16.611369132995605
Gen: 2697 | Net_R: 0.08 | Avg_R: 0.17448506802321254 | Kid_avg_R: 0.11200000000000002 | Gen_T: 15.527411222457886
Gen: 2698 | Net_R: 0.16 | Avg_R: 0.17303656122089128 | Kid_avg_R: 0.1 | Gen_T: 16.209456205368042
Gen: 2699 | Net_R: 0.38 | Avg_R: 0.19373290509880217 | Kid_avg_R: 0.17700000000000002 | Gen_T: 15.088935136795044
Gen: 2700 | Net_R: 0.1 | Avg_R: 0.18435961458892197 | Kid_avg_R: 0.10999999999999999 | Gen_T: 15.73975396156311
Gen: 2701 | Net_R: 0.12 | Avg_R: 0.17792365313002978 | Kid_avg_R: 0.13700000000000004 | Gen_T: 15.59130334854126
Gen: 2702 | Net_R: 0.18 | Avg_R: 0.1781312878170268 | Kid_avg_R: 0.059 | Gen_T: 15.568875789642334
Gen: 2703 | Net_R: 0.14 | Avg_R: 0.17431815903532413 | Kid_avg_R: 0.14 | Gen_T: 15.570321321487427
Gen: 2704 | Net_R: 0.06 | Avg_R: 0.16288634313179173 | Kid_avg_R: 0.151 | Gen_T: 15.639998197555542
Gen: 2705 | Net_R: 0.12 | Avg_R: 0.15859770881861257 | Kid_avg_R: 0.10799999999999998 | Gen_T: 16.699875831604004
Gen: 2706 | Net_R: 0.16 | Avg_R: 0.15873793793675134 | Kid_avg_R: 0.1 | Gen_T: 15.709556102752686
Gen: 2707 | Net_R: 0.28 | Avg_R: 0.1708641441430762 | Kid_avg_R: 0.15300000000000005 | Gen_T: 16.67974543571472
Gen: 2708 | Net_R: 0.12 | Avg_R: 0.1657777297287686 | Kid_avg_R: 0.15900000000000003 | Gen_T: 16.05053424835205
Gen: 2709 | Net_R: 0.2 | Avg_R: 0.16919995675589178 | Kid_avg_R: 0.19700000000000004 | Gen_T: 16.529712438583374
Gen: 2710 | Net_R: 0.18 | Avg_R: 0.1702799610803026 | Kid_avg_R: 0.088 | Gen_T: 15.040004253387451
Gen: 2711 | Net_R: 0.08 | Avg_R: 0.16125196497227234 | Kid_avg_R: 0.129 | Gen_T: 15.799041032791138
Gen: 2712 | Net_R: 0.22 | Avg_R: 0.1671267684750451 | Kid_avg_R: 0.133 | Gen_T: 17.71886897087097
Gen: 2713 | Net_R: 0.26 | Avg_R: 0.1764140916275406 | Kid_avg_R: 0.151 | Gen_T: 14.578788995742798
Gen: 2714 | Net_R: 0.38 | Avg_R: 0.19677268246478655 | Kid_avg_R: 0.12200000000000003 | Gen_T: 16.360480546951294
Gen: 2715 | Net_R: 0.38 | Avg_R: 0.2150954142183079 | Kid_avg_R: 0.135 | Gen_T: 17.13004779815674
Gen: 2716 | Net_R: 0.3 | Avg_R: 0.22358587279647713 | Kid_avg_R: 0.09500000000000001 | Gen_T: 16.249682426452637
Gen: 2717 | Net_R: 0.28 | Avg_R: 0.22922728551682942 | Kid_avg_R: 0.23400000000000004 | Gen_T: 16.869826078414917
Gen: 2718 | Net_R: 0.24 | Avg_R: 0.23030455696514648 | Kid_avg_R: 0.12900000000000003 | Gen_T: 16.880367755889893
Gen: 2719 | Net_R: 0.14 | Avg_R: 0.22127410126863184 | Kid_avg_R: 0.155 | Gen_T: 16.65032124519348
Gen: 2720 | Net_R: 0.16 | Avg_R: 0.21514669114176865 | Kid_avg_R: 0.10900000000000001 | Gen_T: 16.889135122299194
Gen: 2721 | Net_R: 0.2 | Avg_R: 0.2136320220275918 | Kid_avg_R: 0.09300000000000001 | Gen_T: 17.890735149383545
Gen: 2722 | Net_R: 0.28 | Avg_R: 0.22026881982483262 | Kid_avg_R: 0.17400000000000004 | Gen_T: 16.41983675956726
Gen: 2723 | Net_R: 0.08 | Avg_R: 0.20624193784234937 | Kid_avg_R: 0.15 | Gen_T: 15.869439840316772
Gen: 2724 | Net_R: 0.14 | Avg_R: 0.19961774405811444 | Kid_avg_R: 0.078 | Gen_T: 16.229271411895752
Gen: 2725 | Net_R: -0.02 | Avg_R: 0.17765596965230301 | Kid_avg_R: 0.10400000000000001 | Gen_T: 14.631280899047852
Gen: 2726 | Net_R: 0.1 | Avg_R: 0.16989037268707272 | Kid_avg_R: 0.057999999999999996 | Gen_T: 16.039726734161377
Gen: 2727 | Net_R: 0.12 | Avg_R: 0.16490133541836546 | Kid_avg_R: 0.12100000000000002 | Gen_T: 15.651922702789307
Gen: 2728 | Net_R: 0.04 | Avg_R: 0.15241120187652893 | Kid_avg_R: 0.08800000000000001 | Gen_T: 14.719939947128296
Gen: 2729 | Net_R: 0.22 | Avg_R: 0.15917008168887603 | Kid_avg_R: 0.15199999999999997 | Gen_T: 17.127054452896118
Gen: 2730 | Net_R: -0.12 | Avg_R: 0.1312530735199884 | Kid_avg_R: 0.075 | Gen_T: 16.541963815689087
Gen: 2731 | Net_R: 0.32 | Avg_R: 0.15012776616798956 | Kid_avg_R: 0.022 | Gen_T: 19.31731414794922
Gen: 2732 | Net_R: 0.22 | Avg_R: 0.1571149895511906 | Kid_avg_R: 0.11099999999999999 | Gen_T: 15.78908920288086
Gen: 2733 | Net_R: 0.36 | Avg_R: 0.17740349059607155 | Kid_avg_R: 0.05 | Gen_T: 18.018747568130493
Gen: 2734 | Net_R: 0.16 | Avg_R: 0.1756631415364644 | Kid_avg_R: 0.10700000000000001 | Gen_T: 16.800472021102905
Gen: 2735 | Net_R: 0.2 | Avg_R: 0.17809682738281796 | Kid_avg_R: 0.18100000000000002 | Gen_T: 16.26229977607727
Gen: 2736 | Net_R: 0.48 | Avg_R: 0.20828714464453618 | Kid_avg_R: -0.08300000000000002 | Gen_T: 19.916784048080444
Gen: 2737 | Net_R: 0.16 | Avg_R: 0.20345843018008258 | Kid_avg_R: 0.10500000000000001 | Gen_T: 16.03028392791748
Gen: 2738 | Net_R: 0.12 | Avg_R: 0.19511258716207433 | Kid_avg_R: 0.051000000000000004 | Gen_T: 19.958587646484375
Gen: 2739 | Net_R: -0.06 | Avg_R: 0.1696013284458669 | Kid_avg_R: 0.011000000000000006 | Gen_T: 16.12215304374695
Gen: 2740 | Net_R: 0.02 | Avg_R: 0.1546411956012802 | Kid_avg_R: 0.163 | Gen_T: 15.676077127456665
Gen: 2741 | Net_R: 0.3 | Avg_R: 0.16917707604115217 | Kid_avg_R: -0.014000000000000002 | Gen_T: 17.579639434814453
Gen: 2742 | Net_R: 0.06 | Avg_R: 0.15825936843703697 | Kid_avg_R: 0.12600000000000003 | Gen_T: 15.000330924987793
Gen: 2743 | Net_R: 0.1 | Avg_R: 0.15243343159333328 | Kid_avg_R: 0.10500000000000001 | Gen_T: 15.990486860275269
Gen: 2744 | Net_R: 0.26 | Avg_R: 0.16319008843399996 | Kid_avg_R: 0.044000000000000004 | Gen_T: 19.17963457107544
Gen: 2745 | Net_R: 0.2 | Avg_R: 0.1668710795906 | Kid_avg_R: 0.149 | Gen_T: 16.449674606323242
Gen: 2746 | Net_R: 0.38 | Avg_R: 0.18818397163154 | Kid_avg_R: 0.164 | Gen_T: 16.102452516555786
Gen: 2747 | Net_R: 0.3 | Avg_R: 0.199365574468386 | Kid_avg_R: 0.11900000000000002 | Gen_T: 16.717047214508057
Gen: 2748 | Net_R: 0.22 | Avg_R: 0.2014290170215474 | Kid_avg_R: 0.04800000000000001 | Gen_T: 16.751304864883423
Gen: 2749 | Net_R: 0.36 | Avg_R: 0.21728611531939265 | Kid_avg_R: 0.14700000000000002 | Gen_T: 17.60863471031189
Gen: 2750 | Net_R: 0.2 | Avg_R: 0.21555750378745342 | Kid_avg_R: 0.19300000000000006 | Gen_T: 16.460019826889038
Gen: 2751 | Net_R: 0.24 | Avg_R: 0.2180017534087081 | Kid_avg_R: 0.12000000000000002 | Gen_T: 16.37944006919861
Gen: 2752 | Net_R: 0.16 | Avg_R: 0.2122015780678373 | Kid_avg_R: 0.129 | Gen_T: 16.43990993499756
Gen: 2753 | Net_R: 0.3 | Avg_R: 0.22098142026105358 | Kid_avg_R: 0.06200000000000001 | Gen_T: 19.029850482940674
Gen: 2754 | Net_R: 0.1 | Avg_R: 0.20888327823494823 | Kid_avg_R: 0.10400000000000001 | Gen_T: 19.800309419631958
Gen: 2755 | Net_R: 0.38 | Avg_R: 0.22599495041145343 | Kid_avg_R: 0.038 | Gen_T: 18.569116830825806
Gen: 2756 | Net_R: 0.24 | Avg_R: 0.22739545537030809 | Kid_avg_R: 0.06400000000000002 | Gen_T: 19.589468717575073
Gen: 2757 | Net_R: 0.32 | Avg_R: 0.23665590983327728 | Kid_avg_R: 0.15900000000000003 | Gen_T: 16.5596022605896
Gen: 2758 | Net_R: 0.32 | Avg_R: 0.24499031884994957 | Kid_avg_R: 0.142 | Gen_T: 16.790836095809937
Gen: 2759 | Net_R: 0.18 | Avg_R: 0.2384912869649546 | Kid_avg_R: 0.06999999999999999 | Gen_T: 16.07889461517334
Gen: 2760 | Net_R: 0.34 | Avg_R: 0.24864215826845915 | Kid_avg_R: 0.162 | Gen_T: 16.13936495780945
Gen: 2761 | Net_R: 0.18 | Avg_R: 0.24177794244161321 | Kid_avg_R: 0.176 | Gen_T: 16.31961750984192
Gen: 2762 | Net_R: 0.34 | Avg_R: 0.2516001481974519 | Kid_avg_R: 0.13200000000000003 | Gen_T: 17.940122842788696
Gen: 2763 | Net_R: 0.24 | Avg_R: 0.2504401333777067 | Kid_avg_R: 0.12300000000000003 | Gen_T: 16.079567909240723
Gen: 2764 | Net_R: 0.24 | Avg_R: 0.24939612003993603 | Kid_avg_R: 0.17400000000000002 | Gen_T: 15.849668979644775
Gen: 2765 | Net_R: 0.3 | Avg_R: 0.25445650803594244 | Kid_avg_R: 0.12400000000000003 | Gen_T: 16.899383306503296
Gen: 2766 | Net_R: 0.28 | Avg_R: 0.25701085723234823 | Kid_avg_R: 0.063 | Gen_T: 19.429940462112427
Gen: 2767 | Net_R: 0.32 | Avg_R: 0.2633097715091134 | Kid_avg_R: 0.025000000000000012 | Gen_T: 18.890265941619873
Gen: 2768 | Net_R: 0.22 | Avg_R: 0.25897879435820204 | Kid_avg_R: 0.139 | Gen_T: 16.070411443710327
Gen: 2769 | Net_R: 0.32 | Avg_R: 0.26508091492238184 | Kid_avg_R: 0.11700000000000002 | Gen_T: 16.849235773086548
Gen: 2770 | Net_R: 0.4 | Avg_R: 0.27857282343014367 | Kid_avg_R: 0.179 | Gen_T: 17.009555101394653
Gen: 2771 | Net_R: 0.4 | Avg_R: 0.29071554108712927 | Kid_avg_R: 0.151 | Gen_T: 17.22017550468445
Gen: 2772 | Net_R: 0.26 | Avg_R: 0.28764398697841637 | Kid_avg_R: 0.14500000000000002 | Gen_T: 15.138195276260376
Gen: 2773 | Net_R: 0.24 | Avg_R: 0.28287958828057475 | Kid_avg_R: 0.086 | Gen_T: 15.860675573348999
Gen: 2774 | Net_R: 0.3 | Avg_R: 0.28459162945251726 | Kid_avg_R: 0.134 | Gen_T: 16.310126066207886
Gen: 2775 | Net_R: 0.24 | Avg_R: 0.2801324665072656 | Kid_avg_R: 0.052000000000000005 | Gen_T: 15.739672660827637
Gen: 2776 | Net_R: 0.06 | Avg_R: 0.258119219856539 | Kid_avg_R: 0.10600000000000001 | Gen_T: 16.419792652130127
Gen: 2777 | Net_R: 0.24 | Avg_R: 0.25630729787088513 | Kid_avg_R: 0.09 | Gen_T: 15.580686569213867
Gen: 2778 | Net_R: 0.28 | Avg_R: 0.25867656808379663 | Kid_avg_R: 0.14300000000000002 | Gen_T: 15.768768548965454
Gen: 2779 | Net_R: 0.2 | Avg_R: 0.252808911275417 | Kid_avg_R: 0.039999999999999994 | Gen_T: 19.388880491256714
Gen: 2780 | Net_R: 0.34 | Avg_R: 0.2615280201478753 | Kid_avg_R: 0.09899999999999999 | Gen_T: 18.100029945373535
Gen: 2781 | Net_R: 0.28 | Avg_R: 0.2633752181330878 | Kid_avg_R: 0.095 | Gen_T: 15.440462112426758
Gen: 2782 | Net_R: 0.34 | Avg_R: 0.27103769631977903 | Kid_avg_R: 0.027000000000000003 | Gen_T: 18.479916095733643
Gen: 2783 | Net_R: 0.24 | Avg_R: 0.26793392668780114 | Kid_avg_R: 0.167 | Gen_T: 14.438241720199585
Gen: 2784 | Net_R: 0.32 | Avg_R: 0.27314053401902105 | Kid_avg_R: 0.099 | Gen_T: 14.99923038482666
Gen: 2785 | Net_R: 0.2 | Avg_R: 0.26582648061711894 | Kid_avg_R: 0.12500000000000003 | Gen_T: 14.62924575805664
Gen: 2786 | Net_R: 0.16 | Avg_R: 0.25524383255540706 | Kid_avg_R: 0.191 | Gen_T: 14.409161567687988
Gen: 2787 | Net_R: 0.1 | Avg_R: 0.23971944929986636 | Kid_avg_R: 0.133 | Gen_T: 13.498749256134033
Gen: 2788 | Net_R: 0.34 | Avg_R: 0.24974750436987972 | Kid_avg_R: 0.13200000000000003 | Gen_T: 14.50996732711792
Gen: 2789 | Net_R: 0.12 | Avg_R: 0.23677275393289177 | Kid_avg_R: 0.194 | Gen_T: 14.171111822128296
Gen: 2790 | Net_R: 0.32 | Avg_R: 0.2450954785396026 | Kid_avg_R: 0.075 | Gen_T: 14.728241920471191
Gen: 2791 | Net_R: 0.4 | Avg_R: 0.26058593068564234 | Kid_avg_R: 0.12200000000000003 | Gen_T: 15.3694326877594
Gen: 2792 | Net_R: 0.24 | Avg_R: 0.25852733761707813 | Kid_avg_R: 0.15600000000000003 | Gen_T: 14.749919891357422
Gen: 2793 | Net_R: 0.34 | Avg_R: 0.26667460385537034 | Kid_avg_R: 0.13300000000000003 | Gen_T: 14.768578052520752
Gen: 2794 | Net_R: 0.28 | Avg_R: 0.26800714346983334 | Kid_avg_R: 0.101 | Gen_T: 14.738606452941895
Gen: 2795 | Net_R: 0.02 | Avg_R: 0.24320642912285 | Kid_avg_R: 0.137 | Gen_T: 15.05020809173584
Gen: 2796 | Net_R: 0.34 | Avg_R: 0.252885786210565 | Kid_avg_R: 0.22500000000000003 | Gen_T: 15.669137001037598
Gen: 2797 | Net_R: 0.04 | Avg_R: 0.23159720758950852 | Kid_avg_R: 0.10400000000000001 | Gen_T: 13.97930097579956
Gen: 2798 | Net_R: 0.18 | Avg_R: 0.22643748683055767 | Kid_avg_R: 0.191 | Gen_T: 14.468862056732178
Gen: 2799 | Net_R: 0.26 | Avg_R: 0.2297937381475019 | Kid_avg_R: 0.15899999999999997 | Gen_T: 14.67861819267273
Gen: 2800 | Net_R: 0.3 | Avg_R: 0.23681436433275171 | Kid_avg_R: 0.091 | Gen_T: 15.328998565673828
Gen: 2801 | Net_R: 0.24 | Avg_R: 0.23713292789947654 | Kid_avg_R: 0.21000000000000002 | Gen_T: 15.899510383605957
Gen: 2802 | Net_R: 0.3 | Avg_R: 0.24341963510952888 | Kid_avg_R: 0.157 | Gen_T: 14.428829431533813
Gen: 2803 | Net_R: 0.18 | Avg_R: 0.23707767159857598 | Kid_avg_R: 0.10400000000000001 | Gen_T: 14.34883713722229
Gen: 2804 | Net_R: 0.28 | Avg_R: 0.2413699044387184 | Kid_avg_R: 0.13100000000000003 | Gen_T: 14.51926875114441
Gen: 2805 | Net_R: 0.08 | Avg_R: 0.22523291399484657 | Kid_avg_R: 0.11300000000000002 | Gen_T: 14.929072618484497
Gen: 2806 | Net_R: 0.3 | Avg_R: 0.23270962259536193 | Kid_avg_R: 0.13200000000000003 | Gen_T: 14.688899278640747
Gen: 2807 | Net_R: 0.34 | Avg_R: 0.24343866033582576 | Kid_avg_R: 0.069 | Gen_T: 14.95023775100708
Gen: 2808 | Net_R: 0.24 | Avg_R: 0.24309479430224318 | Kid_avg_R: 0.141 | Gen_T: 15.168638229370117
Gen: 2809 | Net_R: 0.14 | Avg_R: 0.23278531487201887 | Kid_avg_R: 0.126 | Gen_T: 15.028918504714966
Gen: 2810 | Net_R: 0.48 | Avg_R: 0.257506783384817 | Kid_avg_R: 0.051000000000000004 | Gen_T: 18.860365390777588
Gen: 2811 | Net_R: 0.22 | Avg_R: 0.2537561050463353 | Kid_avg_R: 0.006000000000000003 | Gen_T: 17.9505615234375
Gen: 2812 | Net_R: 0.26 | Avg_R: 0.25438049454170175 | Kid_avg_R: 0.09100000000000001 | Gen_T: 15.148053884506226
Gen: 2813 | Net_R: 0.22 | Avg_R: 0.2509424450875316 | Kid_avg_R: 0.06799999999999999 | Gen_T: 14.439334154129028
Gen: 2814 | Net_R: 0.16 | Avg_R: 0.24184820057877843 | Kid_avg_R: 0.20400000000000001 | Gen_T: 14.799740552902222
Gen: 2815 | Net_R: 0.1 | Avg_R: 0.2276633805209006 | Kid_avg_R: 0.09 | Gen_T: 14.87941575050354
Gen: 2816 | Net_R: 0.2 | Avg_R: 0.22489704246881054 | Kid_avg_R: 0.15300000000000002 | Gen_T: 14.360132455825806
Gen: 2817 | Net_R: 0.28 | Avg_R: 0.2304073382219295 | Kid_avg_R: 0.054000000000000006 | Gen_T: 15.59943413734436
Gen: 2818 | Net_R: 0.06 | Avg_R: 0.21336660439973656 | Kid_avg_R: 0.158 | Gen_T: 15.078403949737549
Gen: 2819 | Net_R: 0.36 | Avg_R: 0.22802994395976292 | Kid_avg_R: 0.13200000000000003 | Gen_T: 13.789283752441406
Gen: 2820 | Net_R: 0.26 | Avg_R: 0.23122694956378662 | Kid_avg_R: 0.129 | Gen_T: 14.36035442352295
Gen: 2821 | Net_R: 0.26 | Avg_R: 0.23410425460740794 | Kid_avg_R: 0.137 | Gen_T: 14.238130807876587
Gen: 2822 | Net_R: 0.28 | Avg_R: 0.23869382914666715 | Kid_avg_R: 0.137 | Gen_T: 14.63950252532959
Gen: 2823 | Net_R: 0.08 | Avg_R: 0.22282444623200046 | Kid_avg_R: 0.11499999999999999 | Gen_T: 14.200308084487915
Gen: 2824 | Net_R: 0.08 | Avg_R: 0.20854200160880043 | Kid_avg_R: 0.10499999999999998 | Gen_T: 14.88951301574707
Gen: 2825 | Net_R: -0.02 | Avg_R: 0.18568780144792038 | Kid_avg_R: 0.14700000000000002 | Gen_T: 14.659177303314209
Gen: 2826 | Net_R: 0.34 | Avg_R: 0.20111902130312834 | Kid_avg_R: 0.144 | Gen_T: 15.188847303390503
Gen: 2827 | Net_R: 0.14 | Avg_R: 0.19500711917281552 | Kid_avg_R: 0.14200000000000004 | Gen_T: 14.169128656387329
Gen: 2828 | Net_R: 0.36 | Avg_R: 0.21150640725553396 | Kid_avg_R: 0.12600000000000003 | Gen_T: 14.879010438919067
Gen: 2829 | Net_R: 0.2 | Avg_R: 0.21035576652998056 | Kid_avg_R: 0.085 | Gen_T: 14.810308933258057
Gen: 2830 | Net_R: 0.2 | Avg_R: 0.20932018987698253 | Kid_avg_R: 0.139 | Gen_T: 15.99938178062439
Gen: 2831 | Net_R: 0.38 | Avg_R: 0.22638817088928428 | Kid_avg_R: 0.157 | Gen_T: 15.68089747428894
Gen: 2832 | Net_R: 0.1 | Avg_R: 0.21374935380035587 | Kid_avg_R: 0.10900000000000001 | Gen_T: 14.108276605606079
Gen: 2833 | Net_R: 0.22 | Avg_R: 0.2143744184203203 | Kid_avg_R: 0.10499999999999998 | Gen_T: 18.82970643043518
Gen: 2834 | Net_R: 0.24 | Avg_R: 0.21693697657828825 | Kid_avg_R: 0.099 | Gen_T: 14.649998188018799
Gen: 2835 | Net_R: 0.06 | Avg_R: 0.20124327892045943 | Kid_avg_R: 0.10399999999999998 | Gen_T: 14.259788274765015
Gen: 2836 | Net_R: 0.38 | Avg_R: 0.2191189510284135 | Kid_avg_R: 0.09000000000000001 | Gen_T: 18.47961187362671
Gen: 2837 | Net_R: 0.34 | Avg_R: 0.23120705592557217 | Kid_avg_R: 0.17700000000000002 | Gen_T: 14.338996171951294
Gen: 2838 | Net_R: 0.18 | Avg_R: 0.22608635033301494 | Kid_avg_R: 0.139 | Gen_T: 14.519775867462158
Gen: 2839 | Net_R: 0.32 | Avg_R: 0.23547771529971345 | Kid_avg_R: 0.13500000000000004 | Gen_T: 14.208386421203613
Gen: 2840 | Net_R: 0.4 | Avg_R: 0.2519299437697421 | Kid_avg_R: 0.087 | Gen_T: 14.759126901626587
Gen: 2841 | Net_R: 0.34 | Avg_R: 0.2607369493927679 | Kid_avg_R: 0.041000000000000016 | Gen_T: 17.651344537734985
Gen: 2842 | Net_R: 0.18 | Avg_R: 0.25266325445349114 | Kid_avg_R: 0.185 | Gen_T: 14.361366510391235
Gen: 2843 | Net_R: 0.16 | Avg_R: 0.24339692900814203 | Kid_avg_R: 0.174 | Gen_T: 14.317607641220093
Gen: 2844 | Net_R: 0.2 | Avg_R: 0.23905723610732782 | Kid_avg_R: 0.092 | Gen_T: 15.058874368667603
Gen: 2845 | Net_R: 0.06 | Avg_R: 0.22115151249659504 | Kid_avg_R: 0.14200000000000004 | Gen_T: 14.160417795181274
Gen: 2846 | Net_R: 0.22 | Avg_R: 0.22103636124693554 | Kid_avg_R: 0.029999999999999992 | Gen_T: 14.479374647140503
Gen: 2847 | Net_R: 0.26 | Avg_R: 0.224932725122242 | Kid_avg_R: 0.12000000000000002 | Gen_T: 14.999770402908325
